ACQ_CHARTAGENT,ACQ_CLASS_TYPE_DESC,ACQ_CNTYNAME,ACQ_CNTYNUM,ACQ_FDICREGION,ACQ_FDICREGION_DESC,ACQ_INSTNAME,ACQ_ORGTYPE_NUM,ACQ_ORG_EFF_DTE,ACQ_PADDR,ACQ_PCITY,ACQ_PSTALP,ACQ_PSTNUM,ACQ_PZIP5,ACQ_PZIPREST,ACQ_REGAGENT,CHANGECODE_DESC_LONG,EFFDATE,EFFYEAR,OUT_CNTYNAME,OUT_CNTYNUM,OUT_FDICREGION,OUT_FDICREGION_DESC,OUT_INSTNAME,OUT_ORGTYPE_NUM,OUT_PADDR,OUT_PCITY,OUT_PSTALP,OUT_PSTNUM,OUT_PZIP5,OUT_PZIPREST,OUT_REGAGENT,PROCYEAR,PSTALP,REGAGENT,SUR_CHARTAGENT,SUR_CNTYNAME,SUR_CNTYNUM,SUR_FDICREGION,SUR_FDICREGION_DESC,SUR_CNTYNUM,SUR_MADDR,SUR_MCITY,SUR_MSTALP,SUR_MSTATE,SUR_MZIP5,SUR_ORGTYPE_NUM,SUR_INSTNAME,SUR_PADDR,SUR_PCITY,SUR_PSTALP,SUR_PSTNUM,SUR_PZIP5,SUR_PZIPREST,SUR_REGAGENT,
STATE,N/A,DENVER,31,13,DALLAS,Westerra Credit Union,140,2008-12-31T00:00:00,3700 EAST ALAMEDA AVENUE,DENVER,CO,8,80209,0,NCUA,"Merged and became part of Westerra Credit Union (40161) in Denver, CO. The successor institution was not FDIC-insured.",2013-09-01T00:00:00,2013,DENVER,31,13,DALLAS,S M W NUMBER 9 FEDERAL CREDIT UNION,140,1725 WEST MISSISSIPPI AVENUE,DENVER,CO,8,80223,,NCUA,2013,CO,NCUA,STATE,DENVER,31,13,DALLAS,Westerra Credit Union,3700 EAST ALAMEDA,DENVER,CO,COLORADO,80209,140,Westerra Credit Union,3700 EAST ALAMEDA AVENUE,DENVER,CO,8,80209,0,NCUA,
STATE,Commercial,FAIRFIELD,1,2,NEW YORK,The Bank of New Canaan,10,2013-05-01T00:00:00,208 ELM STREET,NEW CANAAN,CT,9,6840,0,FDIC,"Merged and became part of The Bank of New Canaan (57368) in New Canaan, CT. ",2013-09-09T00:00:00,2013,FAIRFIELD,1,2,NEW YORK,The Bank of Fairfield,10,2150 POST ROAD,FAIRFIELD,CT,9,6824,0,FDIC,2013,CT,FDIC,STATE,FAIRFIELD,1,2,NEW YORK,Bankwell Bank,208 ELM STREET,NEW CANAAN,CT,CONNECTICUT,6840,10,Bankwell Bank,208 ELM STREET,NEW CANAAN,CT,9,6840,0,FDIC,
STATE,Commercial,GOODHUE,49,11,KANSAS CITY,First Farmers & Merchants Bank,10,2013-08-24T00:00:00,31377 COUNTY 24 BOULEVARD,CANNON FALLS,MN,27,55009,0,FDIC,"Merged and became part of First Farmers & Merchants Bank (10168) in Cannon Falls, MN. ",2013-08-24T00:00:00,2013,LE SUEUR,79,11,KANSAS CITY,First Farmers & Merchants National Bank,10,112 SOUTH MAIN STREET,LE SUEUR,MN,27,56058,0,OCC,2013,MN,FDIC,STATE,GOODHUE,49,11,KANSAS CITY,First Farmers & Merchants Bank,P.O. BOX 548,CANNON FALLS,MN,MINNESOTA,55009,10,First Farmers & Merchants Bank,31377 COUNTY 24 BOULEVARD,CANNON FALLS,MN,27,55009,0,FDIC,
OCC,Savings,WINDHAM,15,2,NEW YORK,Savings Institute Bank and Trust Company,115,2011-07-21T00:00:00,803 MAIN STREET,WILLIMANTIC,CT,9,6226,0,OCC,"Merged and became part of Savings Institute Bank and Trust Company (18214) in Willimantic, CT. ",2013-09-07T00:00:00,2013,NEWPORT,5,2,NEW YORK,Newport Federal Savings Bank,115,100 BELLEVUE AVENUE,NEWPORT,RI,44,2840,0,OCC,2013,CT,OCC,OCC,WINDHAM,15,2,NEW YORK,Savings Institute Bank and Trust Company,P.O. BOX  95,WILLIMANTIC,CT,CONNECTICUT,6226,115,Savings Institute Bank and Trust Company,803 MAIN STREET,WILLIMANTIC,CT,9,6226,0,OCC,
STATE,Commercial,LEE,81,13,DALLAS,Renasant Bank,10,2012-02-09T00:00:00,209 TROY STREET,TUPELO,MS,28,38801,0,FDIC,"Merged and became part of Renasant Bank (12437) in Tupelo, MS. ",2013-09-01T00:00:00,2013,ATTALA,7,13,DALLAS,Merchants and Farmers Bank,10,221 EAST WASHINGTON STREET,KOSCIUSKO,MS,28,39090,0,FDIC,2013,MS,FDIC,STATE,LEE,81,13,DALLAS,Renasant Bank,P.O. BOX  709,TUPELO,MS,MISSISSIPPI,38802,10,Renasant Bank,209 TROY STREET,TUPELO,MS,28,38801,0,FDIC,
STATE,Commercial,HENRY,65,9,CHICAGO,"Citizens State Bank of New Castle, Indiana",10,2006-03-31T00:00:00,1238 BROAD STREET,NEW CASTLE,IN,18,47362,0,FDIC,"Merged and became part of Citizens State Bank of New Castle, Indiana (13107) in New Castle, IN. ",2013-09-21T00:00:00,2013,BLACKFORD,9,9,CHICAGO,Pacesetter Bank,10,1515 NORTH WALNUT STREET,HARTFORD CITY,IN,18,47348,0,FDIC,2013,IN,FDIC,STATE,HENRY,65,9,CHICAGO,"Citizens State Bank of New Castle, Indiana",P.O. BOX  C,NEW CASTLE,IN,INDIANA,47362,10,"Citizens State Bank of New Castle, Indiana",1238 BROAD STREET,NEW CASTLE,IN,18,47362,0,FDIC,
STATE,Commercial,PALM BEACH,99,5,ATLANTA,1st United Bank,10,2012-04-01T00:00:00,ONE NORTH FEDERAL HIGHWAY,BOCA RATON,FL,12,33432,0,FED,"Merged and became part of 1st United Bank (35408) in Boca Raton, FL. ",2013-07-01T00:00:00,2013,PALM BEACH,99,5,ATLANTA,Enterprise Bank of Florida,10,11811 U.S. HIGHWAY ONE,NORTH PALM BEACH,FL,12,33408,0,FDIC,2013,FL,FED,STATE,PALM BEACH,99,5,ATLANTA,1st United Bank,ONE NORTH FEDERAL HIGHWAY,BOCA RATON,FL,FLORIDA,33432,10,1st United Bank,ONE NORTH FEDERAL HIGHWAY,BOCA RATON,FL,12,33432,0,FED,
STATE,Commercial,MILLS,333,13,DALLAS,Mills County State Bank,10,2012-09-20T00:00:00,1017 PARKER STREET,GOLDTHWAITE,TX,48,76844,0,FDIC,"Merged and became part of Mills County State Bank (15669) in Goldthwaite, TX. ",2013-09-13T00:00:00,2013,HAMILTON,193,13,DALLAS,The First National Bank of Hico,10,135 NORTH PECAN,HICO,TX,48,76457,0,OCC,2013,TX,FDIC,STATE,MILLS,333,13,DALLAS,Mills County State Bank,P.O. BOX  309,GOLDTHWAITE,TX,TEXAS,76844,10,Mills County State Bank,1017 PARKER STREET,GOLDTHWAITE,TX,48,76844,0,FDIC,
OCC,Commercial,RUSK,401,13,DALLAS,Citizens National Bank,10,2006-03-31T00:00:00,201 WEST MAIN STREET,HENDERSON,TX,48,75653,0,OCC,"Merged and became part of Citizens National Bank (3250) in Henderson, TX. ",2013-09-28T00:00:00,2013,ANDERSON,1,13,DALLAS,The East Texas National Bank of Palestine,10,207 WEST SPRING STREET,PALESTINE,TX,48,75801,0,OCC,2013,TX,OCC,OCC,RUSK,401,13,DALLAS,Citizens National Bank,P.O. BOX  1009,HENDERSON,TX,TEXAS,75652,10,Citizens National Bank,201 WEST MAIN STREET,HENDERSON,TX,48,75653,0,OCC,
STATE,Commercial,DOUGLAS,55,11,KANSAS CITY,Core Bank,10,2013-09-01T00:00:00,12100 WEST CENTER ROAD,OMAHA,NE,31,68144,0,FDIC,"Merged and became part of Core Bank (34363) in Omaha, NE. ",2013-09-01T00:00:00,2013,DOUGLAS,55,11,KANSAS CITY,Omaha State Bank,10,12100 WEST CENTER ROAD,OMAHA,NE,31,68144,0,FDIC,2013,NE,FDIC,STATE,DOUGLAS,55,11,KANSAS CITY,Core Bank,17807 BURKE STREET,OMAHA,NE,NEBRASKA,68118,10,Core Bank,12100 WEST CENTER ROAD,OMAHA,NE,31,68144,0,FDIC,
STATE,Commercial,BROWN,13,11,KANSAS CITY,Dacotah Bank,10,2013-09-13T00:00:00,308 SOUTH MAIN STREET,ABERDEEN,SD,46,57401,4127,FED,"Merged and became part of Dacotah Bank (17437) in Aberdeen, SD. ",2013-09-14T00:00:00,2013,STEVENS,149,11,KANSAS CITY,United Farmers & Merchants State Bank,10,4  ATLANTIC AVENUE,MORRIS,MN,27,56267,0,FDIC,2013,SD,FED,STATE,BROWN,13,11,KANSAS CITY,Dacotah Bank,308 South Main Street,Aberdeen,SD,SOUTH DAKOTA,57402,10,Dacotah Bank,308 SOUTH MAIN STREET,ABERDEEN,SD,46,57401,4127,FED,
STATE,Commercial,MUSCATINE,139,11,KANSAS CITY,Central State Bank,10,2013-07-09T00:00:00,301 IOWA AVENUE,MUSCATINE,IA,19,52761,0,FED,"Merged and became part of Central State Bank (1552) in Muscatine, IA. ",2013-07-09T00:00:00,2013,WASHINGTON,183,11,KANSAS CITY,West Chester Savings Bank,10,1060 WEST MONROE STREET,WASHINGTON,IA,19,52353,0,FED,2013,IA,FED,STATE,MUSCATINE,139,11,KANSAS CITY,Central State Bank,301 IOWA AVENUE,MUSCATINE,IA,IOWA,52761,10,Central State Bank,301 IOWA AVENUE,MUSCATINE,IA,19,52761,0,FED,
STATE,Commercial,MUSCATINE,139,11,KANSAS CITY,Central State Bank,10,2013-07-09T00:00:00,301 IOWA AVENUE,MUSCATINE,IA,19,52761,0,FED,"Merged and became part of Central State Bank (1552) in Muscatine, IA. ",2013-07-09T00:00:00,2013,JOHNSON,103,11,KANSAS CITY,Freedom Security Bank,10,140 HOLIDAY ROAD,CORALVILLE,IA,19,52241,0,FED,2013,IA,FED,STATE,MUSCATINE,139,11,KANSAS CITY,Central State Bank,301 IOWA AVENUE,MUSCATINE,IA,IOWA,52761,10,Central State Bank,301 IOWA AVENUE,MUSCATINE,IA,19,52761,0,FED,
STATE,Commercial,PROWERS,99,11,KANSAS CITY,Frontier Bank,10,2011-01-01T00:00:00,200 SOUTH MAIN,LAMAR,CO,8,81052,0,FDIC,"Merged and became part of Frontier Bank (14730) in Lamar, CO. ",2013-10-01T00:00:00,2013,BACA,9,13,DALLAS,The Colorado State Bank of Walsh,10,501 COLORADO,WALSH,CO,8,81090,0,FDIC,2013,CO,FDIC,STATE,PROWERS,99,11,KANSAS CITY,Frontier Bank,P.O. BOX  988,LAMAR,CO,COLORADO,81052,10,Frontier Bank,200 SOUTH MAIN,LAMAR,CO,8,81052,0,FDIC,
STATE,Commercial,SAN JUAN,45,13,DALLAS,Four Corners Community Bank,10,2006-03-31T00:00:00,"500 W. MAIN STREET, SUITE 101",FARMINGTON,NM,35,87401,0,FDIC,"Merged and became part of Four Corners Community Bank (35441) in Farmington, NM. ",2013-10-01T00:00:00,2013,MONTEZUMA,83,13,DALLAS,The Citizens State Bank of Cortez,10,77 WEST MAIN STREET,CORTEZ,CO,8,81321,0,FED,2013,NM,FDIC,STATE,SAN JUAN,45,13,DALLAS,Four Corners Community Bank,"500 W. MAIN STREET, SUITE 101",FARMINGTON,NM,NEW MEXICO,87401,10,Four Corners Community Bank,"500 W. MAIN STREET, SUITE 101",FARMINGTON,NM,35,87401,0,FDIC,
STATE,Commercial,BUTLER,23,11,KANSAS CITY,Southern Bank,10,2010-12-17T00:00:00,531 VINE STREET,POPLAR BLUFF,MO,29,63901,0,FED,"Merged and became part of Southern Bank (28332) in Poplar Bluff, MO. ",2013-10-05T00:00:00,2013,OREGON,149,11,KANSAS CITY,Bank of Thayer,10,116 CHESTNUT STREET,THAYER,MO,29,65791,0,FDIC,2013,MO,FED,STATE,BUTLER,23,11,KANSAS CITY,Southern Bank,531 VINE STREET,POPLAR BLUFF,MO,MISSOURI,63901,10,Southern Bank,531 VINE STREET,POPLAR BLUFF,MO,29,63901,0,FED,
STATE,Commercial,SANGAMON,167,9,CHICAGO,Marine Bank,10,2011-11-21T00:00:00,3050 WEST WABASH AVENUE,SPRINGFIELD,IL,17,62704,0,FDIC,"Merged and became part of Marine Bank (20250) in Springfield, IL. ",2013-10-04T00:00:00,2013,SCHUYLER,169,9,CHICAGO,Schuyler State Bank,10,100-08 NORTH CONGRESS STREET,RUSHVILLE,IL,17,62681,0,FDIC,2013,IL,FDIC,STATE,SANGAMON,167,9,CHICAGO,Marine Bank,3050 WEST WABASH AVENUE,SPRINGFIELD,IL,ILLINOIS,62704,10,Marine Bank,3050 WEST WABASH AVENUE,SPRINGFIELD,IL,17,62704,0,FDIC,
STATE,Commercial,SPOKANE,63,14,SAN FRANCISCO,Sterling Savings Bank,10,2013-05-10T00:00:00,111 N. WALL STREET,SPOKANE,WA,53,99201,0,FDIC,"Merged and became part of Sterling Savings Bank (32158) in Spokane, WA. ",2013-10-01T00:00:00,2013,ORANGE,59,14,SAN FRANCISCO,Commerce National Bank,10,"4040 MACARTHUR BOULEVARD, SUITE 100",NEWPORT BEACH,CA,6,92660,2556,OCC,2013,WA,FDIC,STATE,SPOKANE,63,14,SAN FRANCISCO,Sterling Savings Bank,111 N. WALL STREET,SPOKANE,WA,WASHINGTON,99201,10,Sterling Savings Bank,111 N. WALL STREET,SPOKANE,WA,53,99201,0,FDIC,
STATE,Commercial,GUILFORD,81,5,ATLANTA,NewBridge Bank,10,2008-08-29T00:00:00,"1501 HIGHWOODS BOULEVARD, SUITE 400",GREENSBORO,NC,37,27410,0,FDIC,"Merged and became part of NewBridge Bank (16799) in Greensboro, NC. ",2013-10-01T00:00:00,2013,BRUNSWICK,19,5,ATLANTA,"Security Savings Bank, SSB",115,101 NORTH HOWE STREET,SOUTHPORT,NC,37,28461,0,FDIC,2013,NC,FDIC,STATE,GUILFORD,81,5,ATLANTA,NewBridge Bank,1501 HIGHWOODS BOULEVARD SUITE 400,GREENSBORO,NC,NORTH CAROLINA,27410,10,NewBridge Bank,"1501 HIGHWOODS BOULEVARD, SUITE 400",GREENSBORO,NC,37,27410,0,FDIC,
STATE,Commercial,CASS,17,11,KANSAS CITY,Bell State Bank & Trust,10,2012-09-23T00:00:00,"3100 13TH AVENUE, SOUTH",FARGO,ND,38,58103,0,FDIC,"Merged and became part of Bell State Bank & Trust (19581) in Fargo, ND. ",2013-09-22T00:00:00,2013,HENNEPIN,53,11,KANSAS CITY,The Business Bank,10,"11100 WAYZATA BOULEVARD, SUITE 150",MINNETONKA,MN,27,55305,0,FDIC,2013,ND,FDIC,STATE,CASS,17,11,KANSAS CITY,Bell State Bank & Trust,P.O. BOX 10877,FARGO,ND,NORTH DAKOTA,58106,10,Bell State Bank & Trust,"3100 13TH AVENUE, SOUTH",FARGO,ND,38,58103,0,FDIC,
OCC,Commercial,ROOKS,163,11,KANSAS CITY,The Stockton National Bank,10,2006-12-15T00:00:00,123 NORTH CEDAR STREET,STOCKTON,KS,20,67669,0,OCC,"Merged and became part of The Stockton National Bank (4777) in Stockton, KS. ",2013-09-16T00:00:00,2013,GRAHAM,65,11,KANSAS CITY,Farmers and Merchants Bank of Hill City,10,120 EAST MAIN STREET,HILL CITY,KS,20,67642,0,FDIC,2013,KS,OCC,OCC,ROOKS,163,11,KANSAS CITY,The Stockton National Bank,P.O. BOX  511,STOCKTON,KS,KANSAS,67669,10,The Stockton National Bank,123 NORTH CEDAR STREET,STOCKTON,KS,20,67669,0,OCC,
STATE,Commercial,LOS ANGELES,37,14,SAN FRANCISCO,Wilshire State Bank,10,2013-02-15T00:00:00,3200 WILSHIRE BOULEVARD,LOS ANGELES,CA,6,90010,0,FDIC,"Merged and became part of Wilshire State Bank (23301) in Los Angeles, CA. ",2013-10-01T00:00:00,2013,BERGEN,3,2,NEW YORK,BankAsiana,10,7 BROAD AVENUE,PALISADES PARK,NJ,34,7650,0,FDIC,2013,CA,FDIC,STATE,LOS ANGELES,37,14,SAN FRANCISCO,Wilshire State Bank,3200 WILSHIRE BOULEVARD,LOS ANGELES,CA,CALIFORNIA,90010,10,Wilshire State Bank,3200 WILSHIRE BOULEVARD,LOS ANGELES,CA,6,90010,0,FDIC,
STATE,Commercial,DAVIDSON,57,5,ATLANTA,Bank of North Carolina,10,2012-11-30T00:00:00,831 JULIAN AVENUE,THOMASVILLE,NC,37,27360,0,FDIC,"Merged and became part of Bank of North Carolina (33527) in Thomasville, NC. ",2013-10-01T00:00:00,2013,RANDOLPH,151,5,ATLANTA,Randolph Bank & Trust Company,10,175 NORTH FAYETTEVILLE STREET,ASHEBORO,NC,37,27203,0,FDIC,2013,NC,FDIC,STATE,DAVIDSON,57,5,ATLANTA,Bank of North Carolina,3980 PREMIER DRIVE,HIGH POINT,NC,NORTH CAROLINA,27265,10,Bank of North Carolina,831 JULIAN AVENUE,THOMASVILLE,NC,37,27360,0,FDIC,
STATE,Commercial,DUBOIS,37,9,CHICAGO,German American Bancorp,10,2010-05-07T00:00:00,711 MAIN STREET,JASPER,IN,18,47546,0,FDIC,"Merged and became part of German American Bancorp (17393) in Jasper, IN. ",2013-10-01T00:00:00,2013,MONROE,105,9,CHICAGO,United Commerce Bank,10,211 SOUTH COLLEGE AVENUE,BLOOMINGTON,IN,18,47402,0,FDIC,2013,IN,FDIC,STATE,DUBOIS,37,9,CHICAGO,German American Bancorp,P.O. BOX  810,JASPER,IN,INDIANA,47546,10,German American Bancorp,711 MAIN STREET,JASPER,IN,18,47546,0,FDIC,
STATE,Commercial,BON HOMME,9,11,KANSAS CITY,Security State Bank,10,2012-11-01T00:00:00,1600 MAIN STREET,TYNDALL,SD,46,57066,0,FDIC,"Merged and became part of Security State Bank (485) in Tyndall, SD. ",2013-10-01T00:00:00,2013,JACKSON,63,11,KANSAS CITY,Commercial Bank of Minnesota,10,274 10TH STREET,HERON LAKE,MN,27,56137,0,FDIC,2013,SD,FDIC,STATE,BON HOMME,9,11,KANSAS CITY,Security State Bank,P.O. BOX 9,TYNDALL,SD,SOUTH DAKOTA,57066,10,Security State Bank,1600 MAIN STREET,TYNDALL,SD,46,57066,0,FDIC,
STATE,Commercial,LOS ANGELES,37,14,SAN FRANCISCO,Grandpoint Bank,10,2012-08-30T00:00:00,355 SOUTH GRAND AVENUE. SUITE 2400,LOS ANGELES,CA,6,90071,0,FDIC,"Merged and became part of Grandpoint Bank (58390) in Los Angeles, CA. ",2013-09-20T00:00:00,2013,SAN DIEGO,73,14,SAN FRANCISCO,"REGENTS BANK, NATIONAL ASSOCIATION",10,875 PROSPECT STREET,LA JOLLA,CA,6,92037,0,OCC,2013,CA,FDIC,STATE,LOS ANGELES,37,14,SAN FRANCISCO,Grandpoint Bank,"355 SOUTH GRAND AVENUE, SUITE 2400",LOS ANGELES,CA,CALIFORNIA,90071,10,Grandpoint Bank,355 SOUTH GRAND AVENUE. SUITE 2400,LOS ANGELES,CA,6,90071,0,FDIC,
STATE,Commercial,LOS ANGELES,37,14,SAN FRANCISCO,Grandpoint Bank,10,2013-09-20T00:00:00,355 SOUTH GRAND AVENUE. SUITE 2400,LOS ANGELES,CA,6,90071,0,FDIC,"Merged and became part of Grandpoint Bank (58390) in Los Angeles, CA. ",2013-09-26T00:00:00,2013,LOS ANGELES,37,14,SAN FRANCISCO,Gilmore Bank,10,110 SOUTH FAIRFAX  AVENUE,LOS ANGELES,CA,6,90036,0,FDIC,2013,CA,FDIC,STATE,LOS ANGELES,37,14,SAN FRANCISCO,Grandpoint Bank,"355 SOUTH GRAND AVENUE, SUITE 2400",LOS ANGELES,CA,CALIFORNIA,90071,10,Grandpoint Bank,355 SOUTH GRAND AVENUE. SUITE 2400,LOS ANGELES,CA,6,90071,0,FDIC,
OCC,Commercial,WASHINGTON,167,9,CHICAGO,"Peoples Bank, National Association",10,2006-11-10T00:00:00,138 PUTNAM STREET,MARIETTA,OH,39,45750,0,OCC,"Merged and became part of Peoples Bank, National Association (6544) in Marietta, OH. ",2013-10-12T00:00:00,2013,CUYAHOGA,35,9,CHICAGO,Ohio Commerce Bank,10,"24400 CHAGRIN BOULEVARD, SUITE 100",BEACHWOOD,OH,39,44122,0,FDIC,2013,OH,OCC,OCC,WASHINGTON,167,9,CHICAGO,"Peoples Bank, National Association",138 PUTNAM STREET,MARIETTA,OH,OHIO,45750,10,"Peoples Bank, National Association",138 PUTNAM STREET,MARIETTA,OH,39,45750,0,OCC,
OCC,Commercial,MERCER,85,2,NEW YORK,First National Bank of Pennsylvania,10,2013-04-06T00:00:00,166 MAIN STREET,GREENVILLE,PA,42,16125,0,OCC,"Merged and became part of First National Bank of Pennsylvania (7888) in Greenville, PA. ",2013-10-12T00:00:00,2013,CUYAHOGA,35,9,CHICAGO,Park View Federal Savings Bank,115,30000 AURORA ROAD,SOLON,OH,39,44139,2728,OCC,2013,PA,OCC,OCC,MERCER,85,2,NEW YORK,First National Bank of Pennsylvania,166 MAIN STREET,GREENVILLE,PA,PENNSYLVANIA,16125,10,First National Bank of Pennsylvania,166 MAIN STREET,GREENVILLE,PA,42,16125,0,OCC,
STATE,Commercial,CLEARFIELD,33,2,NEW YORK,CNB Bank,10,2009-08-05T00:00:00,ONE SOUTH SECOND STREET,CLEARFIELD,PA,42,16830,0,FDIC,"Merged and became part of CNB Bank (13876) in Clearfield, PA. ",2013-10-15T00:00:00,2013,CRAWFORD,33,9,CHICAGO,The Farmers Citizens Bank,10,105 WASHINGTON SQUARE,BUCYRUS,OH,39,44820,0,FED,2013,PA,FDIC,STATE,CLEARFIELD,33,2,NEW YORK,CNB Bank,1 S 2nd St,Clearfield,PA,PENNSYLVANIA,16830,10,CNB Bank,ONE SOUTH SECOND STREET,CLEARFIELD,PA,42,16830,0,FDIC,
STATE,Commercial,FAULKNER,45,13,DALLAS,Centennial Bank,10,2012-12-01T00:00:00,620 CHESTNUT STREET,CONWAY,AR,5,72032,0,FED,"Merged and became part of Centennial Bank (11241) in Conway, AR. ",2013-10-25T00:00:00,2013,CRAIGHEAD,31,13,DALLAS,Liberty Bank of Arkansas,10,2901 EAST HIGHLAND DRIVE,JONESBORO,AR,5,72401,0,FED,2013,AR,FED,STATE,FAULKNER,45,13,DALLAS,Centennial Bank,P.O. BOX 966,CONWAY,AR,ARKANSAS,72032,10,Centennial Bank,620 CHESTNUT STREET,CONWAY,AR,5,72032,0,FED,
STATE,Commercial,COOK,31,9,CHICAGO,North Shore Community Bank & Trust Company,10,2006-03-31T00:00:00,1145 WILMETTE AVENUE,WILMETTE,IL,17,60091,0,FED,"Merged and became part of North Shore Community Bank & Trust Company (33935) in Wilmette, IL. ",2013-10-19T00:00:00,2013,COOK,31,9,CHICAGO,"Diamond Bank, FSB",115,1051 PERIMETER DRIVE  SUITE 600,SCHAUMBURG,IL,17,60173,0,OCC,2013,IL,FED,STATE,COOK,31,9,CHICAGO,North Shore Community Bank & Trust Company,1145 WILMETTE AVENUE,WILMETTE,IL,ILLINOIS,60091,10,North Shore Community Bank & Trust Company,1145 WILMETTE AVENUE,WILMETTE,IL,17,60091,0,FED,
STATE,Commercial,RICE,131,11,KANSAS CITY,Frandsen Bank & Trust,10,2006-03-31T00:00:00,116 CENTRAL STREET WEST,LONSDALE,MN,27,55046,0,FDIC,"Merged and became part of Frandsen Bank & Trust (1399) in Lonsdale, MN. ",2013-10-21T00:00:00,2013,BIG STONE,11,11,KANSAS CITY,Clinton State Bank,10,MAIN ST. & USHY 75,CLINTON,MN,27,56225,0,FED,2013,MN,FDIC,STATE,RICE,131,11,KANSAS CITY,Frandsen Bank & Trust,4388 ROUND LAKE ROAD WEST,ARDEN HILLS,MN,MINNESOTA,55112,10,Frandsen Bank & Trust,116 CENTRAL STREET WEST,LONSDALE,MN,27,55046,0,FDIC,
OCC,Commercial,JEFFERSON,69,13,DALLAS,Simmons First National Bank,10,2012-10-19T00:00:00,501 MAIN STREET,PINE BLUFF,AR,5,71611,0,OCC,"Merged and became part of Simmons First National Bank (3890) in Pine Bluff, AR. ",2013-11-02T00:00:00,2013,BENTON,7,13,DALLAS,Simmons First Bank of Northwest Arkansas,10,3975 WEST NEW HOPE ROAD,ROGERS,AR,5,72758,0,FED,2013,AR,OCC,OCC,JEFFERSON,69,13,DALLAS,Simmons First National Bank,501 Main Street,Pine Bluff,AR,ARKANSAS,71601,10,Simmons First National Bank,501 MAIN STREET,PINE BLUFF,AR,5,71611,0,OCC,
STATE,Commercial,SAINT LOUIS (CITY),510,11,KANSAS CITY,Stifel Bank and Trust,10,2013-09-06T00:00:00,501 NORTH BROADWAY,SAINT LOUIS,MO,29,63102,0,FDIC,"Merged and became part of Stifel Bank and Trust (57311) in Saint Louis, MO. ",2013-11-01T00:00:00,2013,FAIRFAX,59,5,ATLANTA,Acacia Federal Savings Bank,115,"7600 LEESBURG PIKE, SUITE 200",FALLS CHURCH,VA,51,22043,0,OCC,2013,MO,FDIC,STATE,SAINT LOUIS (CITY),510,11,KANSAS CITY,Stifel Bank and Trust,501 NORTH BROADWAY,SAINT LOUIS,MO,MISSOURI,63102,10,Stifel Bank and Trust,501 NORTH BROADWAY,SAINT LOUIS,MO,29,63102,0,FDIC,
OCC,Commercial,BERNALILLO,1,13,DALLAS,The First National Bank of Santa Fe,10,2013-11-01T00:00:00,2101 MOUNTAIN ROAD  SUITE B,ALBUQUERQUE,NM,35,87104,0,OCC,"Merged and became part of The First National Bank of Santa Fe (2239) in Albuquerque, NM. ",2013-11-01T00:00:00,2013,DONA ANA,13,13,DALLAS,"Bank of the Rio Grande, National Association",10,421 NORTH WATER,LAS CRUCES,NM,35,88001,0,OCC,2013,NM,OCC,OCC,BERNALILLO,1,13,DALLAS,The First National Bank of Santa Fe,2101 MOUNTAIN ROAD,ALBUQUERQUE,NM,NEW MEXICO,87104,10,The First National Bank of Santa Fe,2101 MOUNTAIN ROAD  SUITE B,ALBUQUERQUE,NM,35,87104,0,OCC,
STATE,Commercial,BUTLER,15,11,KANSAS CITY,Vintage Bank Kansas,10,2012-04-25T00:00:00,101 SOUTH MAIN STREET,LEON,KS,20,67074,0,FDIC,"Merged and became part of Vintage Bank Kansas (17927) in Leon, KS. ",2013-11-01T00:00:00,2013,SUMNER,191,11,KANSAS CITY,The State Bank of Conway Springs,10,218 W SPRING AVE,CONWAY SPRINGS,KS,20,67031,0,FDIC,2013,KS,FDIC,STATE,BUTLER,15,11,KANSAS CITY,Vintage Bank Kansas,P.O. BOX  68,LEON,KS,KANSAS,67074,10,Vintage Bank Kansas,101 SOUTH MAIN STREET,LEON,KS,20,67074,0,FDIC,
STATE,Commercial,WHARTON,481,13,DALLAS,Prosperity Bank,10,2012-03-31T00:00:00,1301 NORTH MECHANIC STREET,EL CAMPO,TX,48,77437,0,FDIC,"Merged and became part of Prosperity Bank (16835) in El Campo, TX. ",2013-11-01T00:00:00,2013,VICTORIA,469,13,DALLAS,First Victoria National Bank,10,101 SOUTH MAIN STREET,VICTORIA,TX,48,77901,0,OCC,2013,TX,FDIC,STATE,WHARTON,481,13,DALLAS,Prosperity Bank,P.O. DRAWER G,EL CAMPO,TX,TEXAS,77437,10,Prosperity Bank,1301 NORTH MECHANIC STREET,EL CAMPO,TX,48,77437,0,FDIC,
OCC,Commercial,RILEY,161,11,KANSAS CITY,Landmark National Bank,10,2012-04-01T00:00:00,701 POYNTZ AVENUE,MANHATTAN,KS,20,66502,0,OCC,"Merged and became part of Landmark National Bank (5826) in Manhattan, KS. ",2013-11-01T00:00:00,2013,BOURBON,11,11,KANSAS CITY,"Citizens Bank, National Association",10,200 SOUTH MAIN STREET,FORT SCOTT,KS,20,66701,0,OCC,2013,KS,OCC,OCC,RILEY,161,11,KANSAS CITY,Landmark National Bank,P.O. BOX 308,MANHATTAN,KS,KANSAS,66502,10,Landmark National Bank,701 POYNTZ AVENUE,MANHATTAN,KS,20,66502,0,OCC,
